"atg.t","atg.p","atg.invalid","atg.positive","atg","msd.t","msd.p","msd.invalid","msd.positive","msd","double_neg"
40.8,12791,0,0,19.95,27.76,12791,0,0,8.12,0
40.8,14434,0,0,19.77,27.76,14434,0,0,8.45,0
40.8,23442,0,0,21.3,27.76,23442,0,0,9.19,0
40.8,4268,0,0,19.13,27.76,4268,0,0,7.96,0
40.8,4963,0,0,19.14,27.76,4963,0,0,8.22,0
40.8,17983,0,0,21.89,27.76,17983,0,0,8.3,0
40.8,23652,0,0,17.97,27.76,23652,0,0,6.93,0
40.8,6212,0,0,18.98,27.76,6212,0,0,6.59,0
40.8,17118,0,0,19.14,27.76,17118,0,0,7.05,0
40.8,20894,0,0,18.87,27.76,20894,0,0,6.81,0
40.8,22521,0,0,19.23,27.76,22521,0,0,6.94,0
40.8,14776,0,0,21.52,27.76,14776,0,0,8.46,0
40.8,23806,0,0,22.49,27.76,23806,0,0,8.48,0
40.8,18860,0,0,21.96,27.76,18860,0,0,8.94,0
40.8,22311,0,0,20.28,27.76,22311,0,0,9.01,0
40.8,7347,0,0,19.36,27.76,7347,0,0,8.07,0
40.8,16362,0,0,20.66,27.76,16362,0,0,8.3,0
40.8,6377,0,0,19.28,27.76,6377,0,0,8.35,0
40.8,23705,0,0,20.95,27.76,23705,0,0,8.75,0
40.8,24199,0,0,17.82,27.76,24199,0,0,6.78,0
40.8,2461,0,0,18.66,27.76,2461,0,0,7.85,0
40.8,12747,0,0,19.43,27.76,12747,0,0,6.79,0
40.8,8727,0,0,19.41,27.76,8727,0,0,8.18,0
40.8,11857,0,0,21.04,27.76,11857,0,0,7.84,0
40.8,24054,0,0,22.2,27.76,24054,0,0,8.94,0
40.8,8855,0,0,21.3,27.76,8855,0,0,8.19,0
40.8,7605,0,0,18.08,27.76,7605,0,0,6.58,0
40.8,20773,0,0,21.55,27.76,20773,0,0,8.57,0
40.8,3205,0,0,19.65,27.76,3205,0,0,6.92,0
40.8,13418,0,0,20.81,27.76,13418,0,0,8.14,0
40.8,8702,0,0,18.32,27.76,8702,0,0,6.36,0
40.8,11091,0,0,19.95,27.76,11091,0,0,6.89,0
40.8,22535,0,0,19.84,27.76,22535,0,0,6.88,0
40.8,9052,0,0,21.01,27.76,9052,0,0,8.44,0
40.8,25885,0,0,21.19,27.76,25885,0,0,9.21,0
40.8,6021,0,0,19.96,27.76,6021,0,0,7.87,0
40.8,22595,0,0,20.86,27.76,22595,0,0,8.53,0
40.8,23807,0,0,21.77,27.76,23807,0,0,9.08,0
40.8,16501,0,0,20.63,27.76,16501,0,0,8.49,0
40.8,11987,0,0,20.63,27.76,11987,0,0,8.39,0
40.8,20119,0,0,18.66,27.76,20119,0,0,6.62,0
40.8,21950,0,0,20.35,27.76,21950,0,0,8.32,0
40.8,23119,0,0,18.19,27.76,23119,0,0,6.8,0
40.8,11443,0,0,19.72,27.76,11443,0,0,8.07,0
40.8,19844,0,0,18.77,27.76,19844,0,0,6.42,0
40.8,21635,0,0,21.14,27.76,21635,0,0,8.64,0
40.8,16262,0,0,19.96,27.76,16262,0,0,6.8,0
40.8,19302,0,0,17.63,27.76,19302,0,0,6.76,0
40.8,4022,0,0,19.59,27.76,4022,0,0,6.31,0
40.8,17601,0,0,19.99,27.76,17601,0,0,8.49,0
40.8,14663,0,0,19.13,27.76,14663,0,0,6.53,0
40.8,9719,0,0,19.4,27.76,9719,0,0,8.34,0
40.8,2038,0,0,19.54,27.76,2038,0,0,8.13,0
40.8,7242,0,0,20.45,27.76,7242,0,0,7.93,0
40.8,15700,0,0,20.62,27.76,15700,0,0,8.34,0
40.8,7842,0,0,19.15,27.76,7842,0,0,6.39,0
40.8,25089,0,0,21.02,27.76,25089,0,0,8.87,0
40.8,2420,0,0,18.76,27.76,2420,0,0,6.01,0
40.8,24244,0,0,20.8,27.76,24244,0,0,8.77,0
40.8,7969,0,0,21.37,27.76,7969,0,0,8,0
40.8,14050,0,0,20.32,27.76,14050,0,0,8.14,0
40.8,22896,0,0,20.09,27.76,22896,0,0,8.71,0
40.8,2941,0,0,19.03,27.76,2941,0,0,6.66,0
40.8,4981,0,0,21.18,27.76,4981,0,0,7.82,0
40.8,15965,0,0,21.16,27.76,15965,0,0,8.61,0
40.8,18008,0,0,21,27.76,18008,0,0,8.77,0
40.8,24747,0,0,18.44,27.76,24747,0,0,6.52,0
40.8,17951,0,0,18.09,27.76,17951,0,0,6.47,0
40.8,15253,0,0,19.95,27.76,15253,0,0,8.43,0
40.8,873,0,0,18.17,27.76,873,0,0,7.85,0
40.8,3814,0,1,87.03,27.76,3814,0,1,62.1,2
40.8,6272,0,1,86.39,27.76,6272,0,1,55.99,2
40.8,8718,0,1,85.49,27.76,8718,0,1,57.53,2
40.8,10928,0,1,72.21,27.76,10928,0,1,43.06,2
40.8,10933,0,1,77.77,27.76,10933,0,1,47.94,2
40.8,15020,0,1,80.14,27.76,15020,0,1,48.3,2
40.8,15297,0,1,77.96,27.76,15297,0,1,49.51,2
40.8,16903,0,1,84.3,27.76,16903,0,1,52.28,2
40.8,18780,0,1,88.49,27.76,18780,0,1,59.12,2
40.8,22368,0,1,84.25,27.76,22368,0,1,50.98,2
40.8,22614,0,1,81.7,27.76,22614,0,1,53.57,2
40.8,25083,0,1,81.37,27.76,25083,0,1,53.93,2
40.8,648,0,1,73.73,27.76,648,0,1,44.82,2
40.8,8020,0,1,73.16,27.76,8020,0,1,44.05,2
40.8,10463,0,1,76.16,27.76,10463,0,1,45.17,2
40.8,15305,0,1,78.42,27.76,15305,0,1,49.31,2
40.8,17485,0,1,83.67,27.76,17485,0,1,52.06,2
40.8,17777,0,1,84.67,27.76,17777,0,1,49.83,2
40.8,21835,0,1,79.51,27.76,21835,0,1,52.34,2
40.8,5337,0,1,74.99,27.76,5337,0,1,44.13,2
40.8,12687,0,1,80.47,27.76,12687,0,1,48.64,2
40.8,14031,0,1,77.62,27.76,14031,0,1,45.74,2
40.8,14324,0,1,80.63,27.76,14324,0,1,49.58,2
40.8,18111,0,1,76.32,27.76,18111,0,1,46.1,2
40.8,21131,0,1,78.61,27.76,21131,0,1,48.1,2
40.8,22762,0,1,80.13,27.76,22762,0,1,47.58,2
40.8,23273,0,1,74.6,27.76,23273,0,1,43.87,2
40.8,23585,0,1,78.28,27.76,23585,0,1,46.15,2
40.8,1040,0,1,81.09,27.76,1040,0,1,52.02,2
40.8,2154,0,1,75.15,27.76,2154,0,1,49.07,2
40.8,3208,0,1,76.09,27.76,3208,0,1,49.99,2
40.8,4568,0,1,80.51,27.76,4568,0,1,47.41,2
40.8,12751,0,1,84.18,27.76,12751,0,1,54.12,2
40.8,16571,0,1,82.98,27.76,16571,0,1,55.12,2
40.8,17072,0,1,78.73,27.76,17072,0,1,46.66,2
40.8,20360,0,1,85.32,27.76,20360,0,1,56.74,2
40.8,20656,0,1,82.22,27.76,20656,0,1,57.51,2
40.8,23375,0,1,87.88,27.76,23375,0,1,61.14,2
40.8,23643,0,1,85.79,27.76,23643,0,1,60.08,2
40.8,24686,0,1,75.09,27.76,24686,0,1,49.71,2
